DOCUMENT_TITLE,SECTION_TITLE,SECTION_TEXT
ANÁLISIS DEL CAMBIO DE PROPIEDADES FÍSICAS DE ESCORIA DE COBRE TRAS UNA TRANSFORMACION DE ESCORIA FAYALÍTICA A PSEUDO-OLIVÍNICA,2.2. 2.2 Cobre en las escorias: modos de recuperación del cobre,"Otros métodos de recuperar el cobre contenido en la escoria están asociados a las vías pirometalúrgica, hidrometalúrgica o ambas como un proceso conjunto; siendo un método la reducción carbotérmica de escoria de cobre.
Este método o modo de recuperar cobre basado en una reducción carbotérmica permite recuperar cobre y metales de interés, así como también el hierro contenido en la escoria como una aleación rica en hierro.
Estudios anteriores muestran que llevar a cabo una reducción carbotérmica de 1 hora a 1400 [°C] adicionando un 4% de coque en polvo, permite obtener una aleación Fe/Co/Cu con contenidos de 1,72% de Co y 4,41% de Cu, logrando recuperaciones de Co y Cu de 97,7% y 86,7% respectivamente.
Estas recuperaciones se lograron realizando el proceso en hornos de arco de corriente continua del tipo open top, sin embargo estudios del mismo tipo llevados a cabo en hornos de tipo cerrado mostraron contenidos de cobalto y cobre más altos así como un aumento en las recuperaciones de ambos metales.
[4] También se han desarrollado una serie de métodos hidrometalúrgicos utilizando agentes lixiviantes como ácidos, bases y sales para la extracción de metales básicos desde las escorias de fundición.
En estudios anteriormente realizados, se obtuvieron recuperaciones de más de un 92% de Cu a partir de una escoria de cobre con un contenido de 2,62% de este metal por lixiviación sulfúrica y amoniacal a 95 °C.
Otros estudios han mostrado también que se puede extraer más de 80% de Cu y Co de diferentes escorias por lixiviación con H2SO4, FeSO4, (NH4)2SO3, FeS2, NaCl o FCl2 después de realizar un proceso de tostación a la escoria.
Además se ha mostrado que se logra extraer más del 90% de Cu, Co y Ni de una escoria de cobre que contenía 4,03% de Cu, 0,48% de Co y 1,98% de Ni mediante lixiviación a presión y a 130°C."
ANÁLISIS DEL CAMBIO DE PROPIEDADES FÍSICAS DE ESCORIA DE COBRE TRAS UNA TRANSFORMACION DE ESCORIA FAYALÍTICA A PSEUDO-OLIVÍNICA,2.3. 2.3 Modificación de la estructura de las Escorias de Cobre,"Como se ha mencionado en ítems anteriores, las escorias de cobre poseen estructuras amorfas y/o cristalinas, cuya proporción dependerá del tipo y tiempo de enfriamiento.
Es sabido también, que las escorias tienen un alto contenido de óxidos de silicio, el cual bordea generalmente entre 35% y 40% y óxidos de hierro que bordean entre 30% y 40%.
Los cuales al unirse forman redes cristalinas de silicatos confiriéndole el carácter vítreo a la escoria.
Cuando se habla de estructuras amorfas, se habla de redes de silicatos que no siguen un patrón que se repita a lo largo de la red como ocurre en las estructuras cristalinas; y se dice entonces que se está en presencia de un material en el que las partículas que lo conforman poseen una estructura desordenada.
En la fase cristalina de la escoria de cobre existe una red polimerizada de tetraedros de silicatos, en donde el óxido de silicio (SiO2) actúa como formador de red y el óxido de hierro actúa como modificador de red.
En esta estructura los tetraedros de SiO4 (-4) están unidos por puentes de oxígeno a través de fuertes enlaces covalentes en una configuración Si –
O
– Si.
Sin embargo, la incorporación de compuestos que sometidos a calor se descomponen produciendo óxidos metálicos, que a su vez se disocian dejando libres iones que se incorporan en la estructura de la red, interrumpe los enlaces Si –
O
– Si a través de la no formación de puentes de oxígeno (ver Figura 7); esta interrupción de enlaces permite que haya una cesión de cargas negativas a los cationes modificadores que formaran enlaces iónicos débiles, como por ejemplo Si –
O
– Fe o bien Si –
O
– Ca, dependiendo del catión que se incorpore.
Esta incorporación de cationes alcalinos a la red de silicatos contribuye a la despolimerización de la estructura de las escorias de cobre y con ello se puede lograr mejoras en la cinética de disolución de estas.
[8]
Figura 7: Rompimiento puentes de oxígeno.
De acuerdo con lo anterior, adicionando una alta proporción de óxidos metálicos se puede lograr un rompimiento sucesivo y aleatorio de la red cristalina de silicatos y formar grupos más pequeños de ellos hasta lograr producir unidades tetraédricas como se muestra en la Figura 8 y obtener por tanto una escoria con estructura despolimerizada.
Figura 8: Estructura de una solución fundida de óxido metálico en sílice, la proporción de óxido metálico es más alta en (b) que en (a), en (c) la disociación de la red de sílice es completa.
Una de las formas de evidenciar la despolimerización de las escorias es mediante la medición de la viscosidad de estas.
La cual, como se ha dicho en capítulos anteriores, es una propiedad de las escorias y una variable de importancia para procesos pirometalúrgicos.
Y que depende fuertemente de la composición de las escorias y de la temperatura a la que se encuentren.
También se ha dicho que en el caso de escorias fayalíticas la viscosidad se ve aumentada al existir SiO2 en un rango de composición de 0-30%.
Por lo que al adicionar una alta proporción de óxidos metálicos y elevar la temperatura, debería ocurrir que el rango de composición de SiO2 baje y el rompimiento de los enlaces que forma la sílice u oxido de silicio aumente; evidenciándose esto mediante una disminución de la viscosidad.
Se mencionó también que se han estudiado distintos métodos y modelos para poder medir la viscosidad con componentes ácidos y básicos, siendo uno de ellos el modelo desarrollado por Toguri, el que se basa en datos bibliográficos de la viscosidad y se ajusta a un índice denominado Modulo de viscosidad (Kv), que representa la relación porcentual “base/ácido”, conocida en la industria siderúrgica como índice de basicidad.
Este índice Kv, es mucho más sensible a cambios en la composición química que el índice de basicidad para las escorias básicas.
Sin embargo, ha sido aplicado a escorias fayalíticas para poder determinar la viscosidad mediante una ecuación que se ajusta a la de Arrhenius para la viscosidad.
Dicho incide viene dado por:
𝐾𝑣 = ∑ (%𝑃𝑒𝑠𝑜Ó𝑥𝑖𝑑𝑜𝑠 𝐵á𝑠𝑖𝑐𝑜𝑠)𝑛 𝑖=1
∑ (%𝑃𝑒𝑠𝑜Ó𝑥𝑖𝑑𝑜𝑠 Á𝑐𝑖𝑑𝑜𝑠)𝑛 𝑖=1 (2.1)
Y está relacionado con la viscosidad mediante la siguiente ecuación empírica obtenida a partir de la linealidad que siguen ciertas curvas obtenidas de una relación simple entre Kv y temperatura.
Esta ecuación es:
Esta ecuación es la que se ajusta a la ecuación de Arrhenius para la viscosidad.
[6] Anteriormente se ha tomado conocimiento de que las escorias de cobre pueden ver modificada su estructura a través de la incorporación de cationes alcalinos a las redes de silicatos que las forman, lo cual se puede llamar alcalinización.
Esta alcalinización de las escorias de cobre se lleva a cabo comúnmente en la elaboración de cemento y hormigones donde se incorporan las escorias; y las fuentes alcalinas empleadas puede ser hidróxidos alcalinos, silicatos, carbonatos, sulfatos, aluminatos u óxidos; esencialmente cualquier sustancia soluble que puede suministrar cationes de metales alcalinos."
ANÁLISIS DEL CAMBIO DE PROPIEDADES FÍSICAS DE ESCORIA DE COBRE TRAS UNA TRANSFORMACION DE ESCORIA FAYALÍTICA A PSEUDO-OLIVÍNICA,2.4. 2.4 Alcalinización de las Escorias de Cobre,"e han clasificado seis grupos de activadores alcalinos de acuerdo con su composición química, siendo estos:
 Hidróxidos alcalinos: MOH
 Sales de ácidos débiles: M2CO3, M2SO3, M3PO4, MF, etc.
 Silicatos: M2O·nH2O
 Aluminatos: M2O·nAl2O3
 Aluminosilicatos: M2O·Al2O3·(2-6)SiO2
 Sales de ácidos fuertes: M2SO4
De estas categorías, los productos químicos con mayor disponibilidad son: NaOH, Na2O·nSi2, Na2SO4 y CaCO3.
Como se dijo, una de las tareas de la fuente alcalina es elevar el pH de la mezcla de reacción, puesto que esto contribuye a la disolución de los aluminosilicatos presentes y acelera la reacción.
En este punto los carbonatos y sulfatos confieren condiciones moderadas de alcalinidad y generan óxidos libres para el proceso de activación.
[9] Cuya generación de óxidos libres aportan oxígeno para la despolimerización de óxidos ácidos, lo que su vez contribuye al rompimiento de redes de estos óxidos ácidos.
Al usar carbonato de calcio como reactivo para alcalinizar escorias de cobre las reacciones que ocurren en presencia de calor son las siguientes:
El óxido producido, se disuelve en la sílice fundida y se disocia dejando un catión y un anión libres de acuerdo con la reacción:
𝐶𝑎𝑂 → 𝐶𝑎+2 + 𝑂−2
(2.4)
En donde el anión en presencia de cationes Si+4 se asocia a este según la reacción siguiente:
𝑆𝑖+4 + 4𝑂−2 → 𝑆𝑖𝑂4 −4
(2.5)
De estudios anteriores es sabido que al existir un porcentaje de óxido de calcio disuelto en las escorias de cobre entre un 0 a 38%, sumado a proporciones de SiO2 y FeO entre 2641% y 28-75% respectivamente [10], se estaría trabajando en la zona de estabilidad de la olivina según el diagrama siguiente:
Figura 9: Diagrama de fases Ternario CaO – FeO – SiO2.
Es así como al adicionar carbonato de calcio, no solo se logra modificar la acidez de una escoria hacia un grado más básico, sino que también se puede modificar la estructura física de ella.
Esto mediante el rompimiento de los enlaces antes mencionados; pudiendo con este rompimiento modificar la viscosidad de la escoria.
Además de ello la adición de carbonato, aparte de contribuir al rompimiento de los enlaces y la transformación de escoria, el someter ésta a una temperatura cercana a la de fusión de cada uno de los componentes de la escoria.
Pero para encontrar la temperatura adecuada se debe utilizar un método que relacione la composición de la escoria con la temperatura de fusión de cada compuesto.
De estudios anteriores se sabe que existe un método ampliamente usado y es el desarrollado por Lathe en 1951, el cual incluye la incidencia de óxidos menores mediante el análisis de atracción ión-oxígeno que existe entre estos compuestos.
[11]"
ANÁLISIS DEL CAMBIO DE PROPIEDADES FÍSICAS DE ESCORIA DE COBRE TRAS UNA TRANSFORMACION DE ESCORIA FAYALÍTICA A PSEUDO-OLIVÍNICA,3. CAPITULO III: METODOLOGIA EXPERIMENTAL,
ANÁLISIS DEL CAMBIO DE PROPIEDADES FÍSICAS DE ESCORIA DE COBRE TRAS UNA TRANSFORMACION DE ESCORIA FAYALÍTICA A PSEUDO-OLIVÍNICA,3.1. 3.1 Modelaciones previas,"En una primera instancia, se llevaron a cabo modelaciones usando el simulador ThermoCalc, teniendo como composiciones base de escoria de cobre las que se detallan en el ítem 2.1.2. En esta instancia se contempló la realización de modelaciones a presión parcial de O2 constante de 10-5 atmosferas, diferentes temperaturas y usando composiciones por elementos emanadas de balances de masa realizados para este fin.
Las temperaturas a las que se llevaron a cabo las modelaciones son 1200, 1150, 1100 y 1050 grados Celsius.
Con esto se esperaba establecer las condiciones a las cuales se logra la transformación de escoria tipo fayalítica a pseudo-olivínica; sin embargo al realizar una revisión de los resultados obtenidos se llega a la conclusión de que el simulador no cuenta con la data termodinámica suficiente para poder modelar la transformación de escoria.
Esto se pudo concluir puesto que se observó que la mayor cantidad de moles de cobre presentes en la escoria se encontraban formando compuestos en estado gaseoso y una menor cantidad en una fase rica en hierro (ver resultados en ANEXO).
Situación que gatilla trasladar el estudio hacia un análisis de cambio de propiedades físicas de la escoria tras someterla a la transformación antes mencionada.
Para este propósito, se llevan a cabo los pasos y cálculos que a continuación se mencionan."
ANÁLISIS DEL CAMBIO DE PROPIEDADES FÍSICAS DE ESCORIA DE COBRE TRAS UNA TRANSFORMACION DE ESCORIA FAYALÍTICA A PSEUDO-OLIVÍNICA,3.2. 3.2 Cálculo de masa de carbonato de calcio a adicionar,"El cálculo de masa de carbonato de calcio (CaCO3) a adicionar al sistema se obtiene a partir de un balance de masa que viene dado por la reacción química que surge de la mezcla del carbonato y los compuestos de la escoria de cobre a estudiar, que en este caso es una escoria de la Fundición Hernán Videla Lira; cuya composición es la indicada en la Tabla
3.
La reacción química que se establece para este estudio involucra solo los principales agentes actores en la transformación, y no se incluyen metales nobles como oro, plata o impurezas como plomo, arsénico o antimonio.
Teniendo en cuenta esto la reacción que se plantea es la siguiente:
En esta reacción, el reactivo límite es el CaCO3 y de la cantidad que de él se adicione depende la formación de los compuestos que conforman la escoria olivina.
En este punto se calcula también el porcentaje en peso de los compuestos del diagrama ternario correspondiente a las escorias tipo olivínicas.
Pudiendo así corroborar que se obtienen composiciones dentro del rango de CaO, FeO y SiO2 que, según indica la literatura, es donde se está en la región olivínica."
ANÁLISIS DEL CAMBIO DE PROPIEDADES FÍSICAS DE ESCORIA DE COBRE TRAS UNA TRANSFORMACION DE ESCORIA FAYALÍTICA A PSEUDO-OLIVÍNICA,3.3. 3.3 Cálculo de módulo de viscosidad de escoria,
ANÁLISIS DEL CAMBIO DE PROPIEDADES FÍSICAS DE ESCORIA DE COBRE TRAS UNA TRANSFORMACION DE ESCORIA FAYALÍTICA A PSEUDO-OLIVÍNICA,3.4. 3.4 Cálculo de viscosidad de escoria,"Para el cálculo del módulo de viscosidad se utiliza la fórmula (2.1) y se lleva a cabo inicialmente una normalización de los porcentajes y masas de los compuestos involucrados en la fórmula de manera que estos sumen un total de 100%.
Adicional a ello, se varía la masa de CaCO3 según los valores obtenidos del balance másico del paso anterior, para así poder estudiar el efecto que ello produce en el valor del módulo de viscosidad mediante el cambio de los porcentajes másicos de los compuestos ácidos y básicos incidentes."
ANÁLISIS DEL CAMBIO DE PROPIEDADES FÍSICAS DE ESCORIA DE COBRE TRAS UNA TRANSFORMACION DE ESCORIA FAYALÍTICA A PSEUDO-OLIVÍNICA,3.5. 3.5 Cálculo de temperatura ponderada de fusión de escoria,"Una vez calculado el módulo de viscosidad (Kv), es posible obtener la viscosidad utilizando la ecuación empírica (2.2), obtenida a partir de la linealidad que siguen ciertas curvas obtenidas de una relación simple entre Kv y temperatura.
Con ello es posible obtener varios valores de viscosidad, graficarlos y analizar el cambio en la viscosidad de la escoria.
En este punto, las temperaturas usadas para el cálculo de viscosidad, son las de la región de estabilidad de escoria olivina; las cuales van desde los 1100[°C] a los 1250[°C] aproximadamente (ver Figura 9).
3.5 Cálculo de temperatura ponderada de fusión de escoria
El cálculo de la temperatura ponderada de fusión se obtiene a partir del método desarrollado por Lathe en 1951. El cual consiste en seleccionar al menos tres diagramas ternarios con la mayor representatividad de composiciones químicas de la escoria.
Para esto las composiciones de los óxidos de cada ternario escogido deben sumar más de un 75%.
[11] En este caso y teniendo en cuenta esta condición se escogieron los ternarios (FeO-SiO2-Al2O3), (FeO-SiO2-CaO) y (FeO-SiO2-Fe2O3), los cuales suman 81%, 80% y 82%, respectivamente (ver ANEXO).
Además de ello se debe incorporar el efecto de los componentes no incluidos en los ternarios, en este caso MgO; para ello se hace un cálculo de fracción molar de acuerdo a la expresión mostrada en ANEXO y que es evaluada en base al efecto de la atracción ión-oxígeno del Mg+2.
Obteniendo esto, se debe normalizar las composiciones de la escoria y encontrar con ellas las temperaturas de fusión en los diagramas ternarios.
Hecho esto se procede a usar la siguiente relación:
𝑻𝑷𝑭̅̅ ̅̅ ̅̅ = ∑(∑ (%𝑴𝒙𝑶𝒚) 𝒊 ∗𝑻𝒇𝒖𝒔𝒊ó𝒏𝒊)𝟑 𝒊=𝟏 𝒋
∑(∑ (%𝑴𝒙𝑶𝒚)
𝒊)𝟑 𝒊=𝟏 𝒋 (3.1)
Donde %𝑀𝑥𝑂𝑦 es la composición de cada óxido de la escoria.
Dicho cálculo se realiza para cada porcentaje en peso normalizado obtenido para el rango masa de CaCO3 calculada a partir del balance másico.
Y las temperaturas de fusión de los compuestos incidentes en la transformación corresponden a la temperatura de los compuestos en estado sólido; ya que los reactivos (escoria y carbonato), en un eventual experimento, se adicionarían en estado sólido.
𝑻𝑷𝑭̅̅ ̅̅ ̅̅ = ∑(∑ (%𝑴𝒙𝑶𝒚) 𝒊 ∗𝑻𝒇𝒖𝒔𝒊ó𝒏𝒊)𝟑 𝒊=𝟏 𝒋
∑(∑ (%𝑴𝒙𝑶𝒚)
𝒊)𝟑 𝒊=𝟏 𝒋 (3.1)
Donde %𝑀𝑥𝑂𝑦 es la composición de cada óxido de la escoria.
Dicho cálculo se realiza para cada porcentaje en peso normalizado obtenido para el rango masa de CaCO3 calculada a partir del balance másico.
Y las temperaturas de fusión de los compuestos incidentes en la transformación corresponden a la temperatura de los compuestos en estado sólido; ya que los reactivos (escoria y carbonato), en un eventual experimento, se adicionarían en estado sólido."
ANÁLISIS DEL CAMBIO DE PROPIEDADES FÍSICAS DE ESCORIA DE COBRE TRAS UNA TRANSFORMACION DE ESCORIA FAYALÍTICA A PSEUDO-OLIVÍNICA,4. CAPITULO IV: RESULTADOS Y DISCUSION,
ANÁLISIS DEL CAMBIO DE PROPIEDADES FÍSICAS DE ESCORIA DE COBRE TRAS UNA TRANSFORMACION DE ESCORIA FAYALÍTICA A PSEUDO-OLIVÍNICA,4.1. 4.1 Masa de carbonato de calcio a adicionar para lograr transformación de escoria,"Del balance másico y químico realizados para poder encontrar una masa o rango de masas de carbonato de calcio (CaCO3) a adicionar para poder lograr una transformación de escorias; se obtiene que para un numero de 6 pruebas, donde la diferencia de masa entre las masas obtenidas es de 0,7[g], el rango de masa de carbonato que se puede adicionar esta entre los 19,3 y 22,8[g].
Tabla 4: Masa de carbonato de calcio a adicionar para lograr transformación de escoria.
 | N° prueba | Masa CaCO3 [g]
 | --- | ---
 | 1 | 19,3
 | 2 | 20,0
 | 3 | 20,7
 | 4 | 21,4
 | 5 | 22,1
 | 6 | 22,8

Se toma este rango de masas ya que, tras el análisis de composiciones de los productos obtenidos según la reacción planteada en el punto (3.1) de la metodología experimental, son los que permiten estar en el rango de composiciones de FeO, CaO y SiO2 en que se mueve una escoria olivina; los cuales, según dicta la literatura están entre un 28 a 75% de FeO, 0 a 38% de CaO y 26 a 41% de SiO2.
En la Tabla 5, se observa que el resultado de las composiciones de la escoria que resultaría está en los rangos de composición mencionados, por lo que se puede validar el rango de masas de carbonato de calcio a adicionar en un eventual experimento de validación.
Teniendo en cuenta lo anterior y considerando que la base de cálculo de escoria para la cual se hacen los análisis es 100[g], la razón másica promedio entre escoria y carbonato de calcio estaría en torno a 0,21[-].
Tabla 5: Composición de escoria pseudo-olivínica en relación a los componentes principales.
 | N° prueba |  | Masa CaCO3 [g] | %peso FeO CaO | SiO2
 | --- | --- | --- | --- | ---
 | 1 | 19,3 | 27,7 | 10,8 | 34,8
 | 2 | 20,0 | 28,7 | 11,2 | 36,0
 | 3 | 20,7 | 29,7 | 11,6 | 37,3
 | 4 | 21,4 | 30,7 | 12,0 | 38,5
 | 5 | 22,1 | 31,7 | 12,4 | 39,8
 | 6 | 22,8 | 32,7 | 12,8 | 41,1
"
ANÁLISIS DEL CAMBIO DE PROPIEDADES FÍSICAS DE ESCORIA DE COBRE TRAS UNA TRANSFORMACION DE ESCORIA FAYALÍTICA A PSEUDO-OLIVÍNICA,4.2. 4.2 Módulo de viscosidad y viscosidad de escoria al adicionar CaCO3,"Los resultados para módulo de viscosidad (Kv) (Tabla 10, ANEXO), muestran que conforme se aumenta la adición de carbonato de calcio, aumenta también el módulo para una temperatura de prueba constante.
Esto se repite para cada temperatura de la región de estabilidad de escoria olivina que se evalúa.
(ver Tablas y Gráficos en ANEXO)
Como se dijo anteriormente, el módulo de viscosidad (Kv) tiene una relación inversamente proporcional con la viscosidad y de acuerdo a los resultados obtenidos, esta relación también se cumple para este caso de estudio.
Además de ello, existe esta misma relación entre la masa de carbonato de calcio adicionada y la viscosidad.
4,500 4,000 3,500 3,000 2,500
1,500 2,000 1,000
0,000 0,500 1,800 1,850 1,900 1,950 2,000 2,050 2,100 Kv [-]
Gráfico 1: Viscosidad vs Módulo de viscosidad para 1100[°C].
En el Gráfico 1 se evidencia con mayor claridad la relación existente entre módulo de viscosidad y viscosidad.
En él, se puede ver también que el cambio de la viscosidad para este caso es prácticamente lineal.
4,000 4,500 3,500 3,000 1100 [°C] 1150 [°C] 1200 [°C] 1250 [°C] 2,500 2,000 1,500 1,000 0,500
0,0 5,0 10,0 15,0 20,0 25,0 Masa de CaCO3 [g] Gráfico 2: Cambio de viscosidad respecto al aumento de masa de CaCO3 y temperatura.
A partir de los resultados graficados en el Gráfico 2, se puede rescatar que la viscosidad de la escoria decrece al adicionar carbonato de calcio y al aumentar la temperatura.
Sin embargo, la mayor disminución de viscosidad respecto a la viscosidad de la escoria sin adicionar carbonato se da al trabajar a una temperatura de 1100[°C].
Y no tan solo se evidencia una mayor disminución, sino que tras comparar las pendientes de las curvas se puede evidenciar que en el caso de los 1100°[C] la velocidad de cambio es mayor que en los demás casos.
Ahora, si bien es evidente que en el caso de los 1100[°C] el cambio de viscosidad es mayor, para una temperatura de 1250[°C] es donde se obtienen las viscosidades más bajas.
Con estos resultados, se puede decir que al trabajar con masas de carbonato de calcio entre el rango de 19,3 a 22,8[g] y una temperatura de 1250[°C], se lograría disminuir la viscosidad de la escoria en un 37,3% al adicionar la mayor masa de carbonato de calcio; lo que en términos de propiedades físicas de la escoria evidencia un cambio que se traduce en un rompimiento de las redes tetraédricas de la sílice logrando por tanto, despolimerizarla.
Este cambio en las propiedades de la escoria supone, por tanto, que la 0,000 escoria al solidificar mediante un proceso acelerado, vale decir, mediante un granallado, presentaría una red cristalina debilitada; lo cual, para efectos de refractariedad, se traduce en una escoria menos refractaria al ser lixiviada, pudiendo con este cambio apostar por obtener mayores recuperaciones de cobre frente a un proceso de este tipo."
